"1000001","1","35.711151","139.79638","浅草寺","雷門","","東京都","台東区二丁目","","Wikipedia","2017.09.19","https://ja.wikipedia.org/wiki/%E9%9B%B7%E9%96%80","雷門は浅草寺の山門。正式名称は風雷神門。「雷門」と書かれた提灯の逆側には「風雷神門」と書かれている。<br>雷門にかかる大提灯は高さ3.9m、直径3.3m、重さ約700kg。浅草のランドマークとなっている。","浅草寺 公式サイト","http://www.senso-ji.jp/","1011011011","1","0","C","101","101","","2017.09.02","2017.09.19"
"1000002","1","35.7358","139.735538","高岩寺","とげぬき地蔵","","東京都","豊島区巣鴨三丁目","","Wikipedia","2017.09.19","https://ja.wikipedia.org/wiki/%E9%AB%98%E5%B2%A9%E5%AF%BA","高岩寺は東京都豊島区巣鴨にある曹洞宗の寺院。山号は萬頂山。<br>本尊の地蔵菩薩像（延命地蔵）は秘仏につき非公開。一般にはとげぬき地蔵の通称で知られる。<br>境内に立つ石造の聖観音像は「洗い観音」と通称され、自身の治癒したい部分に相応する観音像の部分を洗う、または濡れタオルで拭くと利益があるという。","巣鴨地蔵通り商店街","http://www.sugamo.or.jp/index.php","1011011021","1","0","C","101","101","","2017.09.02","2017.09.19"
"1000003","1","35.65867","139.745392","東京タワー","","","東京都","港区芝公園四丁目","","Wikipedia","2017.09.19","https://ja.wikipedia.org/wiki/%E6%9D%B1%E4%BA%AC%E3%82%BF%E3%83%AF%E3%83%BC","東京タワーは東京都港区芝公園にある総合電波塔の愛称。正式名称は日本電波塔。<br>高さは333m。塔脚の間隔は88m。1958年12月23日竣工。東京のシンボル・観光名所として知られる。<br>自立式鉄塔としては東京スカイツリーに抜かれるまでの約51年半は日本一の高さであった。","東京タワー TokyoTower","https://www.tokyotower.co.jp/","1011011031","1","0","L","101","101","","2017.09.02","2017.09.19"
"1000004","1","35.660457","139.729256","六本木ヒルズ","","","東京都","港区六本木六丁目","","Wikipedia","2017.09.19","https://ja.wikipedia.org/wiki/%E5%85%AD%E6%9C%AC%E6%9C%A8%E3%83%92%E3%83%AB%E3%82%BA","六本木ヒルズは2003年4月に開業した複合商業施設。<br>高さ238m、54階建ての六本木ヒルズ森タワーを中心に、集合住宅、ホテル、テレビ朝日本社社屋、映画館をはじめその他の商業施設等で構成されている。<br>港区指定の非常災害用井戸や備蓄倉庫、特定電気事業施設などを備え防災関連施設にもなっている。","六本木ヒルズ - Roppongi Hills","http://www.roppongihills.com/","1011011041","1","0","C","101","101","","2017.09.02","2017.09.19"
"1000005","1","35.676392","139.699344","明治神宮","","","東京都","渋谷区代々木神園町","","Wikipedia","2017.09.19","https://ja.wikipedia.org/wiki/%E6%98%8E%E6%B2%BB%E7%A5%9E%E5%AE%AE","明治神宮は東京都渋谷区にある神社。明治天皇と昭憲皇太后を祭神とする。<br>1920年（大正9年）創健。正式な表記は「宮」の「呂」の中間の線が入らない「明治神宫」。<br>本殿を中心に神楽殿、宝物殿、武道場至誠館などがあり、初詣では例年日本一の参拝者数を誇る。","明治神宮","http://www.meijijingu.or.jp/","1011011051","1","0","R","101","101","","2017.09.02","2017.09.19"
"1000006","1","35.685172","139.709593","新宿御苑","","","東京都","新宿区、渋谷区","","Wikipedia","2017.09.23","https://ja.wikipedia.org/wiki/%E6%96%B0%E5%AE%BF%E5%BE%A1%E8%8B%91","新宿御苑は、東京都新宿区と渋谷区に跨る環境省所管の庭園。<br>もともとは江戸時代に信濃高遠藩内藤家の下屋敷のあった敷地である。<br>1879年に新宿植物御苑が開設され、宮内省（現在の宮内庁）の管理であったが、第二次世界大戦後は一般に公開され、現在は環境省管轄の国民公園として親しまれている。","新宿御苑 | 一般財団法人国民公園協会","http://fng.or.jp/shinjuku/","1011011071","1","0","C","101","101","","2017.09.23","2017.09.23"
"1000007","1","35.651136","139.827803","夢の島公園","","","東京都","江東区夢の島","","Wikipedia","2017.09.23","https://ja.wikipedia.org/wiki/%E5%A4%A2%E3%81%AE%E5%B3%B6","夢の島は東京都江東区の町名。元は東京湾埋立14号地。<br>1939年の飛行場建設が埋め立ての始まりだが、資材不足により中止。その後、東京都のゴミ処分場に指定され、1957年から1967年まで埋め立てが続いた。<br>1978年にかつてのゴミの島は整備され、夢の島公園が開園する。","【東京都】夢の島公園 夢の島熱帯植物","http://www.yumenoshima.jp/","1011011081","1","0","C","101","101","","2017.09.23","2017.09.23"
"1000008","1","35.631692","139.70665","目黒寄生虫館","","","東京都","目黒区下目黒四丁目","","Wikipedia","2017.10.18","https://ja.wikipedia.org/wiki/%E7%9B%AE%E9%BB%92%E5%AF%84%E7%94%9F%E8%99%AB%E9%A4%A8","目黒寄生虫館は世界で唯一の寄生虫を専門とした博物館。寄生虫に関する研究・展示・資料収集・鑑定・啓蒙活動等を行っている。<br>物珍しさと怖いもの見たさからデートスポットとして知られるほか、サブカルチャーの分野で取り上げられることも多い。","公益財団法人目黒寄生虫館","http://www.kiseichu.org/","1011011091","1","0","C","101","101","","2017.10.18","2017.10.18"
"1000009","1","35.835957","139.806851","おせん公園","草加せんべい発祥の地の碑","","埼玉県","草加市神明一丁目","","Wikipedia","2017.09.20","https://ja.wikipedia.org/wiki/%E8%8D%89%E5%8A%A0%E7%85%8E%E9%A4%85","草加煎餅とは埼玉県草加市の名産品の煎餅。また草加煎餅協同組合・草加地区手焼煎餅協同組合の地域団体商標である。<br>米を団子状にしてから乾燥させ保存食としていたものを、江戸時代に草加宿で販売したのが発祥としている。<br>草加市内には煎餅の製造所や販売所は60軒以上存在している。","草加煎餅公式サイト","http://www.sokasenbei.com/","1011021011","1","0","L","101","102","","2017.09.04","2017.09.20"
"1000010","1","35.916517","139.629915","氷川神社","","","埼玉県","さいたま市大宮区高鼻町一丁目","","Wikipedia","2017.09.20","https://ja.wikipedia.org/wiki/%E6%B0%B7%E5%B7%9D%E7%A5%9E%E7%A4%BE","氷川神社は埼玉県さいたま市大宮区高鼻町にある神社。東京都・埼玉県近辺に約200社ある氷川神社の総本社である。<br>他の氷川神社と区別する際は「大宮氷川神社」とも呼ばれる。<br>現在の主祭神は須佐之男命（すさのおのみこと）、稲田姫命（いなだひめのみこと）、大己貴命（おおなむちのみこと）の3柱。","武蔵一宮　氷川神社","http://musashiichinomiya-hikawa.or.jp/","1011021021","1","0","L","101","102","","2017.09.04","2017.09.20"
"1000011","1","35.925846","139.491513","川越市立博物館","","","埼玉県","川越市郭町二丁目","","Wikipedia","2017.09.20","https://ja.wikipedia.org/wiki/%E5%B7%9D%E8%B6%8A%E5%B8%82","江戸時代、川越藩はサツマイモの名産地であった。<br>寛政年間に焼き芋が流行。将軍・徳川家治に献上されて「川越芋」の名がついたと言われる。<br>2008年までサツマイモ資料館が開館しており、閉館後は川越市立博物館に資料が寄贈されている。","川越市立博物館ホームページ","http://museum.city.kawagoe.saitama.jp/","1011021031","1","0","C","101","102","","2017.09.04","2017.09.20"
"1000012","1","35.953473","139.052448","浦山ダム","","","埼玉県","秩父市荒川久那","","Wikipedia","2017.09.20","https://ja.wikipedia.org/wiki/%E6%B5%A6%E5%B1%B1%E3%83%80%E3%83%A0","浦山ダムは埼玉県秩父市浦山地先、荒川水系浦山川に建設されたダム。堤高156.0m<br>1998年に28年の歳月を掛けて完成にこぎ着け、翌1999年より使用を開始した。<br>ダム湖は「秩父さくら湖」と命名され、春には湖畔にサクラが咲き乱れる。","荒川ダム総合管理所（浦山ダム・滝沢ダム）","http://www.water.go.jp/kanto/arakawa/","1011021041","1","0","R","101","102","","2017.09.04","2017.09.20"
"1000013","1","35.997545","139.084141","秩父神社","","","埼玉県","秩父市番場町","","Wikipedia","2017.09.20","https://ja.wikipedia.org/wiki/%E7%A7%A9%E7%88%B6%E5%A4%9C%E7%A5%AD","秩父夜祭は埼玉県秩父市にある秩父神社の例祭。<br>毎年12月1日から6日に行われ、提灯で飾り付けられた山車の曳き回しや、冬の花火大会で全国的に知られている。<br>300年以上の歴史があり、ユネスコ無形文化遺産に登録されている。","秩父神社","http://www.chichibu-jinja.or.jp/","1011021051","1","0","L","101","102","","2017.09.04","2017.09.20"
"1000014","1","36.365754","139.723685","栃木乳業株式会社","","","栃木県","栃木市大平町","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E3%83%AC%E3%83%A2%E3%83%B3%E7%89%9B%E4%B9%B3","レモン牛乳とは栃木県内の製乳メーカーが生産している乳飲料。<br>無脂肪牛乳や生乳に甘味とレモンの香りを加え黄色く着色した飲料の通称である。<br>第二次世界大戦後間もない頃「関東レモン牛乳」が発売され、2004年9月に生産中止となった後、2005年1月に「関東・栃木レモン」の名で復活した。","レモン牛乳の栃木乳業株式会社","http://www.tochigimilk.co.jp/","1011031011","1","0","R","101","103","","2017.09.04","2017.09.21"
"1000015","1","36.559196","139.897608","宇都宮駅","餃子像","","栃木県","宇都宮市川向町","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E5%AE%87%E9%83%BD%E5%AE%AE%E5%B8%82","宇都宮市は「餃子の街」として全国的に有名。市内には餃子を扱う飲食店が専門店を含めて約二百軒ある。<br>宇都宮駅西口には『餃子像』が設置されている。<br>中国大陸に派遣された師団本部が宇都宮にあり、帰還兵によって多くの餃子屋が市内にできたのが始まりといわれる。","宇都宮餃子会","http://www.gyozakai.com/","1011031021","1","0","C","101","103","","2017.09.04","2017.09.21"
"1000016","1","36.444321","139.945973","鬼怒川自然公園","","","栃木県","真岡市柳林","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E9%AC%BC%E6%80%92%E5%B7%9D","鬼怒川は、関東平野を北から南へと流れ利根川に合流する一級河川である。全長176.7kmで、利根川の支流の中で最も長い。<br>鬼怒川水系の豊富で上質な水は上水、灌漑用水として流域の農業や工業に広く利用されている。<br>宇都宮市で盛んな飲料製造業は鬼怒川の清水に拠るものである。","栃木県鬼怒川漁協","http://www.kinugawa-gyokyou.com/","1011031031","1","1","L","101","103","","2017.09.04","2017.09.21"
"1000017","1","37.12384","140.052339","那須アルパカ牧場","","","栃木県","那須郡那須町大字大島","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E3%82%A2%E3%83%AB%E3%83%91%E3%82%AB","アルパカは南アメリカ大陸原産の家畜。<br>極めて良質な体毛を具えており、古来より衣類を始めとする生活用品へ加工利用されている。<br>日本では1981年に東武動物公園で国内初のアルパカの飼育を開始。1999年に那須アルパカ牧場が牧場飼育を開始した。","アルパカ牧場　那須ビッグファーム","http://www.nasubigfarm.com/","1011031042","1","0","C","101","103","","2017.09.04","2017.09.21"
"1000018","1","36.757152","139.59999","日光東照宮","","","栃木県","日光市山内","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E6%97%A5%E5%85%89%E6%9D%B1%E7%85%A7%E5%AE%AE","日光東照宮は栃木県日光市に所在する神社。江戸幕府初代将軍・徳川家康を神格化した東照大権現を祀る。<br>日本全国の東照宮の総本社的存在であり、正式名称は「東照宮」だが、他の東照宮との区別のために「日光東照宮」と呼ばれることが多い。","日光東照宮ホームページ","http://www.toshogu.jp/","1011031051","1","0","C","101","103","","2017.09.04","2017.09.21"
"1000019","1","36.337697","139.451661","足利氏宅跡（鑁阿寺）","","","栃木県","足利市家富町","","Wikipedia","2017.09.24","https://ja.wikipedia.org/wiki/%E8%B6%B3%E5%88%A9%E5%B0%8A%E6%B0%8F","足利尊氏は室町幕府の初代征夷大将軍。<br>出生は栃木県の足利荘とされることが多かったが、資料に乏しく90年代以降では概ね否定されている。<br>鑁阿寺（ばんなじ）は元は足利氏の館であり、国の史跡に指定されている。日本100名城の一つ。現在でも鎌倉時代前後の武士の館の面影が残されている。","国宝　鑁阿寺","http://www.ashikaga-bannaji.org/index.html","1011031061","1","0","R","101","103","","2017.09.24","2017.09.24"
"1000020","1","35.316846","139.53572","高徳院","鎌倉大仏","","神奈川県","鎌倉市長谷四丁目","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E9%AB%98%E5%BE%B3%E9%99%A2","高徳院は神奈川県鎌倉市長谷にある浄土宗の寺院。本尊は「鎌倉大仏」「長谷の大仏」として知られる阿弥陀如来像（国宝）。<br>2004年2月27日に境内一帯が「鎌倉大仏殿跡」の名称で国の史跡に指定された。<br>高徳院の開山、開基は不明であり、大仏の造像の経緯についても史料が乏しく不明な点が多い。","鎌倉大仏殿高徳院","http://www.kotoku-in.jp/","1011041011","1","0","L","101","104","","2017.09.05","2017.09.21"
"1000021","1","35.44359","139.645684","聘珍樓","横濱本店","","神奈川県","神奈川県横浜市中区山下町","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E3%82%B5%E3%83%B3%E3%83%9E%E3%83%BC%E3%83%A1%E3%83%B3","サンマーメンは細麺を使った塩もしくは醤油ラーメンの上に、歯ごたえが残る程度に炒めたモヤシ入りのあんをかけた麺料理である。<br>神奈川県ではご当地ラーメンとしてアピールしている。<br>サンマーメン（生碼麺）は昭和5年に聘珍樓の当時の料理長が考案したとされる。","聘珍樓（へいちんろう）","http://www.heichin.com/","1011041021","1","0","R","101","104","","2017.09.05","2017.09.21"
"1000022","1","35.24604","139.129865","かまぼこの里","","","神奈川県","小田原市本町三丁目","","Wikipedia","2017.09.21","https://ja.wikipedia.org/wiki/%E5%B0%8F%E7%94%B0%E5%8E%9F%E5%B8%82","小田原市は小田原漁港など水産加工品の製造が盛ん。特にかまぼこは小田原の特産品として各地に販路を広げている。<br>蒲鉾は練り製品の一つ。原料魚にはタラ類、サメ類、イトヨリ、ベラ類他の白身魚が使用される。","鈴廣かまぼこの里","https://www.kamaboko.com/sato/","1011041031","1","0","C","101","104","","2017.09.05","2017.09.21"
